,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
305,coihaique,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
306,rubiataba,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
307,alice springs,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
308,krasnoselkup,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
309,okhotsk,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
310,ternate,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
311,mocuba,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
312,zhangjiakou,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
313,yar-sale,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
314,kouroussa,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
315,tual,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
316,dubovka,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
317,liverpool,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
318,portsmouth,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
319,kavaratti,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
320,trofors,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
321,atikokan,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
322,samusu,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
323,baraboo,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
324,lorengau,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
325,belem de sao francisco,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
326,bulgan,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
327,san quintin,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
328,chaoyang,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
329,acapulco,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
330,grand gaube,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
331,derzhavinsk,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
332,teahupoo,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
333,san patricio,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
334,mount gambier,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
335,mayor pablo lagerenza,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
336,praia,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
337,oyama,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
338,tefe,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
339,nabire,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
340,bilibino,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
341,piacabucu,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
342,havoysund,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
343,slavyanka,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
344,nanchang,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
345,pemangkat,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
346,noumea,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
347,green river,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
348,biaora,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
349,rungata,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
350,pakxan,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
351,emba,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
352,luanda,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
353,meadow lake,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
354,gravdal,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
355,honiara,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
356,hami,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
357,porto santo,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
358,ayagoz,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
359,trat,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
360,bednodemyanovsk,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
361,wuzhou,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
362,tashara,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
363,sagone,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
364,chippewa falls,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
365,lunglei,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
366,umarkot,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
367,palana,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
368,kristiansund,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
369,sentyabrskiy,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
370,manono,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
371,tura,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
372,san matias,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
373,meyungs,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
374,benghazi,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
375,dorado,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
376,vega de alatorre,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
377,akropong,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
378,yerbogachen,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
379,eenhana,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
380,salta,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
381,biak,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
382,santiago del estero,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
383,aklavik,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
384,tiksi,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
385,phan thiet,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
386,hualmay,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
387,avera,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
388,formosa do rio preto,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
389,sovetskiy,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
390,soanierana ivongo,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
391,terrasini,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
392,sur,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
393,oksfjord,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
394,tevaitoa,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
395,huambo,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
396,roberval,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
397,bairiki,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
398,ilulissat,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
399,araouane,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
400,belmonte,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
401,thiers,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
402,bolshegrivskoye,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
403,vorontsovka,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
404,candawaga,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
405,nipawin,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
406,igarka,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
407,karak,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
408,uyuni,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
409,katsuura,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
410,iracoubo,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
411,manzanillo,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
412,shieli,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
413,gewane,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
414,princeton,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
415,panaba,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
416,husavik,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
417,chapais,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
418,te anau,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
419,tommot,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
420,cine,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
421,sarnen,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
422,sangar,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
423,boissevain,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
424,viligili,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
425,vieques,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
426,portland,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
427,ancud,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
428,zelenoborsk,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
429,xiamen,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
430,abonnema,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
431,temaraia,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
432,ngunguru,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
433,nanyuki,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
434,petropavlovsk-kamchatskiy,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
435,stratford,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
436,paradwip,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
437,krasnoturansk,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
438,waingapu,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
439,berlevag,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
440,palmer,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
441,mehran,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
442,nemuro,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
443,tonj,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
444,luau,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
445,cheuskiny,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
446,buraydah,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
447,upernavik,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
448,egvekinot,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
449,beyneu,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
450,iralaya,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
451,ganzhou,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
452,phan rang,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
453,dolores,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
454,marivan,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
455,takoradi,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
456,salalah,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
457,xinzhi,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
458,seabra,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
459,lukaya,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
460,reconquista,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
461,maykor,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
462,fasa,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
463,beloha,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
464,tumannyy,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
465,anar darreh,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
466,namibe,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
467,hofn,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
468,port stanley,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
469,vestmanna,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
470,storm lake,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
471,tungkang,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
472,meulaboh,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
473,banda aceh,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
474,tampere,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
475,mastic beach,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
476,anadyr,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
477,uwayl,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
478,taoudenni,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
479,annau,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
480,gat,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
481,cherskiy,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
482,ballina,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
483,ewa beach,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
484,haibowan,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
485,leshukonskoye,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
486,houma,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
487,nsanje,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
488,posse,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
489,mecca,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
490,trelew,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
491,lesnoy,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
492,cedar lake,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
493,koslan,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
494,puerto penasco,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
495,mys shmidta,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
496,kota kinabalu,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
497,dunedin,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
498,saint anthony,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
499,logansport,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
500,khorramshahr,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
501,mamontovo,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
502,edd,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
503,elmadag,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
504,cabo san lucas,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
505,kamenka,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
506,ibra,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
507,comodoro rivadavia,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
508,verkhnyaya toyma,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
509,tongren,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
510,prabumulih,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
511,markova,76,ID,1578282220,76,-5.67,132.75,84.42,11.16
512,tiznit,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
513,baherden,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
514,sisimiut,76,ID,1578282218,76,-5.67,132.75,84.42,11.16
515,korla,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
516,ambon,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
517,karaul,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
518,kaeo,76,ID,1578282227,76,-5.67,132.75,84.42,11.16
519,sekoma,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
520,san policarpo,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
521,kalemie,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
522,rock sound,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
523,plettenberg bay,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
524,leua,76,ID,1578282233,76,-5.67,132.75,84.42,11.16
525,danville,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
526,gland,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
527,brae,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
528,ust-kut,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
529,aguimes,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
530,caibarien,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
531,darab,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
532,pristen,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
533,kandrian,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
534,sorochinsk,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
535,anupgarh,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
536,matara,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
537,dungarvan,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
538,mazagao,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
539,olsztyn,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
540,lithakia,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
541,sarajevo,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
542,pevek,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
543,asau,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
544,mergui,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
545,cap malheureux,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
546,savonlinna,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
547,barroualie,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
548,nola,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
549,lalmohan,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
550,vung tau,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
551,blackwater,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
552,nanortalik,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
553,guerrero negro,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
554,pandamatenga,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
555,taonan,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
556,yuzhnyy,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
557,solnechnyy,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
558,cardston,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
559,wasilla,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
560,agadez,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
561,appleton,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
562,bonthe,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
563,wulanhaote,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
564,souillac,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
565,adrar,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
566,acajutla,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
567,lagoa,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
568,pokrovsk,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
569,yanchukan,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
570,tadine,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
571,puerto escondido,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
572,batsfjord,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
573,itoman,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
574,port hedland,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
575,amga,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
576,vanavara,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
577,selenduma,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
578,ust-tsilma,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
579,qaqortoq,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
580,vanimo,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
581,vydrino,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
582,grenfell,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
583,kloulklubed,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
584,torrington,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
585,porto walter,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
586,bismil,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
587,vestmannaeyjar,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
588,kieta,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
589,clarence town,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
590,gambela,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
591,ponta delgada,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
592,bolungarvik,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
593,victor harbor,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
594,sobolevo,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
595,hihifo,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
596,rossosh,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
597,olafsvik,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
598,bonfim,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
599,mayumba,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
600,isilkul,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
601,balakhta,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
602,genhe,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
603,gap,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
604,seymchan,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
605,port augusta,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
606,wilmington,76,ID,1578282523,76,-5.67,132.75,84.42,11.16
607,mitsamiouli,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
608,santa rita,76,ID,1578282520,76,-5.67,132.75,84.42,11.16
609,aginskoye,76,ID,1578282538,76,-5.67,132.75,84.42,11.16
610,alekseyevsk,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
611,abrau-dyurso,76,ID,1578282542,76,-5.67,132.75,84.42,11.16
